title,body,date
小安峡,駐車場から案内に従って遊歩道を歩いていくと、やがて皆瀬川にたどり着きます。この峡谷を流れる川の水は真っ青で、とても美しい景色でした。遊歩道の途中で、「大噴湯」という温泉が噴き出る場所があります。ここで立ち止まって記念撮影する人も多いのですが、お湯や蒸気の温度はとても高いので、火傷には気をつけて下さい。,2014-10-01 
内部をたっぷり見学できる一番有名な武家屋敷,1泊ツアーで角館に行きました。一度は行きたいと思っていた所です。人力車もあり、途中で乗っている人にも会いました。青柳家の拝観は500円です。私達は隣りの300円の石黒家を拝観しました。青柳家には立て札があり説明が書かれていた。塀の外からだけだが立派な建物でした。,2014-11-01 
やはり、ビジネスよりも…,急遽出張となり、ビジネスホテルを中心に宿を探していたところ、直近割引で見つけたのが、ビューホテルです。普段は、ビジネスを使っているのですが、やはり快適でした。施設自体は古いのですが、清掃も行き届いており、広い部屋で、余裕の滞在でした。朝食をつけたのですが、これがおいしかった。種類豊富で、ライブで作ってくれるメニュー有り、満足しました。今後も、ちょっとの値段差なら、シティーホテルにしようと強く誓いました。,2014-10-01 
稲庭うどんではNo.1　佐藤養助の店舗ではNo.1,湯沢地区に出張の都合があるためによく利用します。まさか投稿なしとは思いませんでしたが、店舗について本店は名前の通り湯沢なんですが、ここ漆蔵は名前の通り、佐藤養助の過去の歴史と宝物？が漆蔵に展示されています。場所は秋田県横手市増田町という　かなり辺鄙な場所　周りには特段の観光名所もないだけに本店に比べるとわざわざ行くことはないのかもしれません。但し割と観光バスが来ることもあり、収容人数の割には観光バスが来ると混んでいるイメージになりますね。早速ですが肝心の料理ですが、日本の三大うどんに数えられる稲庭うどん。このことがご理解できていない人にはただの乾麺になってしまうので気を付けてうどんの製造工程に手間ひまがあり、繊細なうどんに仕上がっています。個人的には好きなうどんを食べるのもいいと思いますがお勧めは比内地鶏の親子丼とのセットメニュー稲庭うどん、比内地鶏、ご飯はあきたこまち、漬物にいぶりがっこ、小鉢に稲庭うどんの端切れを使用したサラダといった秋田県尽くしなのでちなみにうどんにしてみると値段はかなりお高いので稲庭のことがわかる人以外は結構敷居が高いかも,2013-08-01 
稲庭うどんのお店として有名,稲庭うどんは湯沢市の稲庭地区でつくられる3大うどんの１つです。本場で食べてみたいと思って行ったのが七代目佐藤養助の総本店です。食事だけでなく、工場見学やお土産として稲庭うどんを買うこともできます。定番のメニューを今回は食べましたが、メニューをみてビックリのものもありました。タイのカレーとのコラボは次回食べてみたいと思いました。,2013-09-01 
雪深い秘湯,　有名な秘湯　日景温泉に行ってみた元学校を改装しているようでした。いい感じの宿。ドコモは圏外です。ソフトバンクは問題なしでしたかね？宿は古く、秘湯慣れしない方は、リホームしている部屋の宿泊をお勧め。ここの温泉は、アトピーに効くお湯らしく、真剣な方が多い。あまり知られていないが、湯治部には本格的な方型ですので、そのような方は、湯治部の湯に入っているようです。源泉そのままでぬるいですがアトピーには絶大なる効果があるようです。日帰り入浴もやっているので一般的には湯治部のお風呂に入る方はいません皆、対外は、宿のお風呂です。こちらは加温してるので温かくいいです。こちらには冷蔵庫テレビなしです。自分見つめにはいいですよ。トランプもいいかも。温泉卓球もできますよ。,2012-12-01 
職人技を堪能　,東北３大祭りの一つですが、独特の祭りです。稲穂と米俵に見立てた竿燈と提灯をバランスをとって操る姿は見ごたえ十分です。一番大きなものは高さ12m重さ50kg提灯の数46個だそうです。この大きな竿燈を腰や肩に乗せて倒れないようにバランスをとるパフォーマンスはこの祭りでしか見ることの出来ない勇壮なものです。,2010-08-01 
【食事処】 秋田空港内 「あきた茶房」,秋田空港２階。入口がわかりづらいですが、「杉のや」の更に奥です。カフェのような店名ですが、こんな感じ↓で、バラエティーに富んだ食事メニューが！http://abenogp.net/akita-sabo-index.htm※店内は段差があるので、荷物のある方はご注意を。,2014-12-01 
４００年近く前の街並みがそのまま残っているので、お勧め！,現在に残る角館の町並みをつくられたのが１６２０年で、４００年近く経った今でも奇跡的にほとんど変わらずにそのまま残っています。秋田新幹線の角館駅から徒歩１５分から２０分くらいでここに着くのでアクセスがいいです。町並みを道路から見るだけならば、タダですし、無料の武家屋敷も多いです。４００年近く前の街並みがここまで残っている場所は貴重なので、お勧めです。,2013-07-01 
撮影舞台にもなった趣のある旅館,駅までお迎えに来てくれた上、途中でずっと観光案内をしてくれました。地元の方の案内はとても面白かった～～。水族館『GAO』も近いので、散歩がてら行けます。石焼魚介料理はなかなかの迫力でした。また、日本海を見ながらの温泉は本当に気持ちのいいものでした。あ～～、癒されたぁ。,2010-09-01 
十和田湖を見下ろすクラシックホテル,　登録有形文化財に指定されているクラシックホテル。創建当時そのままという旧玄関の吹き抜けは、遠い時間のロマンを感じます。部屋の窓からは林の間に十和田湖が見えます。　幼児を二人連れての旅行でしたが、本来食事のつかない子供達に、ご飯だけは用意してくれたり、気遣いが嬉しいですね。夕食のメニューは、秋茄子と平茸の旨煮、自家製スモークチキンのサラダ、鰆の幽庵焼き、八幡平ポークの陶板焼き、スズキのオーブン焼き、メカジキの蕎麦の実あんかけ、はらこ飯、香の物　赤出汁、洋なしのコンポート＆アイスクリーム。これでもかとたくさんの量の食事を用意するホテルが多い中、ここの夕食は量はさほどでもありません。でも、料理のひとつひとつが上品で繊細。とても美味しいです。　ホテルの中に、ほんのたまにカメムシが出没しますが、場所柄仕方ありません。,2012-09-01 
ソメイヨシノのトンネル。花見に合わせたお祭りも活気がある。,角館の２大桜の名所は、「武家屋敷通り」と「桧木内川桜並木」です。前者が枝垂桜中心の華やかなピンクが特徴なら、こちらは淡いピンクのソメイヨシノが中心で、花の密度で勝負です。満開になると、堤防が桜のトンネルになるはずです。行った時にはまだ５分咲き程度だったものの、雰囲気はありました。堤防沿いでは多くの屋台が出て、地元の子供たちによるパフォーマンスもあり、花見を楽しむ地元の方で賑わっていました。,2014-04-01 
秋田の美味を堪能,秋田の夜はやはり秋田の幸を味わいたいですね。無限堂さんは、稲庭うどんでも人気のお店です。店内は和風ではなく異国情緒のある素敵な空間です。カウンターもあるので一人でも気兼ねがありません。ホテルで頂いたクーポンのコースを注文しました。お造りも新鮮、焼き魚もいいお味。郷土料理のハタハタのしょっつる鍋はいいお出汁がでて美味。稲庭うどんは喉越し良くて逸品です。秋田の美味を堪能しました。　,2013-10-01 
寂しげな観音,田沢湖畔の白浜から御座石神社に向かう道路沿いにあり看板もありますが、あまり目立たないです。道路から見ると観音は背を向けて湖のほうに向いています。観音は3ｍぐらいの高さで寂しげな感じがしました。小さな広場のような場所にひっそりと建っていました。,2013-12-01 
比内地鶏の親子丼,"日本三大美味鶏の一つとして有名な比内地鶏、秋田比内地鶏やさんに伺いました。比内地鶏の究極親子丼（1,280円）、比内地鶏のお肉と卵をふんだんに使った究極の親子丼ぶりです。見た目も美しい、黄金に輝いています。旨み豊かで歯応えのあるお肉、とろふわの半熟卵が絶妙のハーモニー、これは美味しい。大満足でした。　",2013-04-01 
リーズナブルに利用しました,値段がリーズナブルに利用出来る天然温泉ホテルでした。和室の部屋で広さはあまり無いけど、清潔感のある空間を満喫する事が出来ました。天然温泉大浴場で、長旅の疲れを気軽に癒せました。観光旅行などに是非オススメできると思います。,2014-10-01 
温泉施設が併設された宿,横手駅の近くにあるホテルで、駅前にある横手プラザホテルと同じグループです。ホテルの７階には展望温泉や岩盤浴の施設がありますが、ホテルに隣接して「ゆうゆうプラザ」という温泉施設もあり、どちらも宿泊客は無料で利用できます。ホテル前にある、直営の焼き鳥屋「鳥九」もおすすめです。,2013-12-01 
割と好きなホテル,割と好きなホテルだ．今回はツインのシングルユーズ．部屋の広さは十分．寝心地もよい．風呂は標準．前回は朝食を和食にしたが，今回はビュッフェ．秋田の特産品などもあり，品揃えはまあまあ．しかし和食の方が良かった．四ツ星ホテルの標準クラスの朝食．,2011-09-01 
喫茶スペースのような場所があって、これなら十分寛げます,西馬音内にはいくつかの和菓子屋さんがあるのですが、この菓子舗木村屋は市街地の一番奥の方。盆踊りの前に時間調整のために寄ってみました。お店は大きいので、喫茶スペースのような場所があって、これなら十分寛げます。抹茶味の水ようかんをいただきまして、しばらく居させてもらいました。とても助かりました。,2014-08-01 
丁寧なお仕事,評判のいい中華料理屋さんです。休みの日に行きましたが大混雑です。市内から少し離れているので、来るまで無いといけません。駐車場も少し狭い感じだし角地なので少し入りにくいです。お味はマーボー豆腐は少し辛めですが、山椒が効いていて家庭では出せないお味です。名物のエビチリオムライスはお勧めです。本当においしい。結構なお客さんが注文していました。残念なのは忙しいのか、女性の店員さんが少し愛想にかける印象です。でも平均して優れたお店です。,2015-04-01 
旅情を感じる沿線,ご存知の方も多いと思いますが盛岡から秋田間はかつての在来線を走るミニ新幹線型です。特に雫石から田沢湖の間は奥羽山脈の渓谷を縫うように走るので正直車よりも遅いくらいのスピード。その分、四季折々の景色を楽しむことができそれはそれで楽しいのですが。,2017-01-01 
小さいけど暖かい町の洋食屋さん,千秋公園のお堀端にある雑居ビル１Ｆの洋食屋さんです。通りかかってなんとなく気になり入ってみました。意外と広さのある店内では女性２人で切り盛りしており、居心地よく暖かみのある雰囲気でした。料理も美味しく地元で人気店なのも頷けます。,2016-04-01 
枝垂れ桜とソメイヨシノ,毎年､ゴールデンウィークの時期に開催されている東北を代表とする桜まつりです｡角館の桜は､武家屋敷の枝垂れ桜と桧木内川堤のソメイヨシノは見事な桜で毎年たくさんの観光客が訪れます｡桜まつり期間中はたくさんの屋台が出店されているので楽しいですよ｡,2014-05-01 
ホテルレストランで夕食が選べる,秋田県横手市のホテル。１番の人気プランである「夕食は雰囲気の違うレストラン2箇所から30種類以上のメニューが選べる」コースを選びました。なかなか面白い企画。２人で全然違う種類のものを、お腹の具合と相談しながら選べて楽しかったです。部屋からの見晴らしもよかったし、朝食のバイキングも種類が豊富だったし、十分満足のいくホテルでした。,2010-10-01 
売店、レストラン、軽食、観光館・・・休憩だけじゃもったいない道の駅,　秋田県旅行中に、立ち寄りました。トイレ休憩だけのつもりが、ついつい長居。広～い、お土産売り場には、十和田湖や、八幡平、青森、岩手の土産物まで　圧巻の品ぞろえでした。　山菜の缶詰め、十和田ワイン、奥入瀬ビール、なまはげグッズ、きりたんぽや、稲庭うどん・・・細々とお買い物。大半のお土産は、ここで購入しちゃいました。　稲庭うどんのタレつきセットと、きりたんぽのセットは、自宅用に♪外には、蕎麦スタンドの様な、軽食を食べられるスペースもあり、観光ふるさと館という、別館も有りました。・・そちらは、日本三大囃子の、花輪ばやしや、観光についての展示があるようですが、入館はせず、お腹がすいたので、レストランに入りました。比内地鶏、稲庭うどん、八幡平ポークを使用した料理が多かったです。秋田で有名なババヘラアイスも、バラの形に盛られた完製品が、冷凍庫で販売されてました。　シャーベットとイタリアンジェラートの中間の様な舌触りでした。　ソフトクリームでは無いんですね(笑)。　なんだか、懐かしい味です♪　　他の道の駅では見られないねコスメの種類も、女性には嬉しいです。米、米ぬか、馬油、日本酒、アカシア、温泉成分を使用した様々なコスメが販売されてました。秋田美人の里らしいですね。　,2014-08-01 
利便性が良いです,秋田市の中心街に近くで利便性が良いのがオススメなホテルです。仕事での利用でしたが一泊の宿泊にはもったいない設備の充実ぶりでした。食事も付いているのでおなかがすいていても不案無い状態で宿泊できます。料金も安いのが良いと思いました,2013-10-01 
素敵な雑貨屋さん「西宮家」,他の武家屋敷と違い、西宮家は雑貨屋さんとなっていました。武家屋敷通り沿いでも無かったので、西宮家は武家ではなく、もともと商人の家なのだと思います。だから、雑貨屋さんなんですね。屋敷のムーディーな造り建物の中に、角館らしい商品が並んでいて、見ているだけでも楽しいです。,2017-03-01 
１００円で入れる地元の温泉,今時貴重な、１００円温泉。地元の人がたくさん利用しています。これまでの利用者は１００万人を超えているそうです。露天風呂はおろか、蛇口さえない鄙びた温泉ですが、お湯の質は文句なし。地元の人とふれあいを楽しめるいい温泉です。,2013-10-01 
パウダースノー、でも寒い！,毎年、びゅうのスキーパックを利用して新幹線で行っています。東北の人たちには結構人気があるスキー場らしく、日帰り客も多いです。毎週、何かしら大会が開催されています。最高のパウダースノーです。3月も余裕です。ゲレンデの広さ、混み具合もそこそこ。スキーセンターのレストハウスは力を入れていて、特にラーメンは美味しいですよ。晴れた日にはゲレンデから田沢湖が一望です。雪質は全く問題ないのですが、寒い日はハンパない。2月に行ったときは吹雪に見舞われ、気温-15℃くらい。仲間全員、帽子+ゴーグル+ネックウォーマーで、顔を一部たりとも出さずに滑っていました。今年は3月に行きましたが、大雪で秋田新幹線が脱線して、足止めを食いそうになりました。北海道は勿論いいけど、新幹線で行く田沢湖も穴場ですよ。,2013-03-01 
秋田北限の桃タルト、おいしい,東北道では秋田県唯一のサービスエリアではないでしょうか。秋田は結構取り締まりが厳しいので注意してください。安全運転が一番です。新商品が売っていました。鹿角の北限の桃を使った商品です。秋田北限の桃タルトです。トースターで温めると生地が香ばしくなり、桃の甘い香りと風味が際立ち、出来立ての美味しさになるそうです。お土産として買って帰りました。評判は上々です。,2015-04-01 
柳,今年は急に暑くなったので満開の期間が短かったようです。正味２日間くらいだったようです。なので人出はすごかったのですが、肝心の枝垂れ桜は花が散って柳のようでした。残念です。来年は満開の時期に来たいです。,2013-05-01 
繁華街にあるホテル,秋田駅からは少し離れていますが、秋田の繁華街である川反にあるホテルで、部屋も綺麗で快適です。車で行きましたが、駐車場はホテルの敷地内にあり、そこが満車になっても近くに提携駐車場があるので、車利用でも安心です。ただ、14時より前に到着すると２日分の駐車料金を取られてしまうので注意が必要です。,2015-08-01 
週末のみ開催,基本的には毎週土・日のみ開催の市場で、お盆などの時期には時々臨時営業日があるそうです。市場内には炉辺焼きコーナーなどもあり、その場で買ったものを焼いて食べれるようになっています。つみれ汁やたんぽ、おにぎり、漬物なども売っていて、昼食時には賑わっていました。,2013-08-01 
今秋再開するそうです。楽しみ。,青森県との県境あたりにある秘湯中の秘湯です。日本秘湯を守る会の温泉旅館です。120年間、代々続いてきた日景温泉ですが、2014年8月いっぱいで休業するようで、その前に行かなくちゃと来ましたが、同じようなことを考えている人は結構多いようで、混んでいました。廃業原因は施設の老朽化と、金属も腐食する温泉成分によるものと書かれてました。それだけ、いい温泉と言えますよね。浴場は内湯、寝湯、そして混浴露天風呂があります。ヒバ造りです。いい湯でした。しかし、先日、日景温泉入口を通過すると、なんと今秋再開の看板がありました。楽しみですね。,2014-04-01 
昭和を感じる旅館,空港から遠く人里離れた場所にあります。仕事の関係でこの付近を訪れたので利用しました。昭和を感じれる宿でした。温泉は露天風呂もあり、備え付けのボディシャンプーなどもありました。食事込みで1泊６５００円程度でしたが、食事は豪華で美味しく良かったです。,2017-05-01 
角館  武家屋敷のカフェ,秋田角館の武家屋敷・青柳家内にあるカフェ。カフェはハイカラ館という建物の半地下にあります。2階には蓄音機やカメラ・時計と言ったその当時はハイカラと呼ばれたであろうものがずらりと展示されています。見応え感はあります。1階から半地下状になった場所にカフェがありちょっと隠れ家風でゆっくり出来ます。,2017-04-01 
市街地にある駅,雄物川の河口に近いところにある、羽越本線の駅です。周辺は秋田の市街地で、住宅も多く見られます。羽越本線も通勤や通学に活躍する区間になっています。駅舎は昔ながらのしっかりした作りで、堂々としています。駅舎ファンにも満足できるでしょう。,2012-08-01 
名湯,紅葉シーズンに大館、鹿角を観光した際に利用しました。鹿角からけっこう距離がありましたが、色づき始めた紅葉の景色がすばらしくそれほど遠いようには感じませんでした。温泉は雰囲気があり乳頭とはまた違う魅力がありました。今回は一泊だけでしたが連泊される湯治客が多いように感じました。,2011-10-01 
素朴な焼きそば,横手市役所の近くにあります。焼きそばのメニューを中心にレバニラ炒め、モツ煮込みの料理もあります。カウンターと座敷の席があってカウンターからは料理しているのが見れるので良いです。肉玉やきそばを注文。中央にたまごがのっていてキャベツと福神漬けが添えてあります。味はいたってシンプルでした。,2011-04-01 
横手焼きそばの特徴は，水分が多いのと甘口だそうですが，どちらも余りにも極端です．,総合評価　★★　横手駅前でも人気の焼きそば屋（ラーメンなどのメニューもあります）で，訪れたのは14時過ぎでしたが，それでもほぼ満席でした．横手焼きそばの特徴は出汁入りのウスターソースで甘く味付ける所にあるらしいですが，出された焼きそばは余りにも水っぽくて，かつ甘い食べ物でした．価格は普通サイズが520円で，スープも付いてくるので，その点では申し分ないのですが，これを好んで食べるのは無理かなと思います．,2015-03-01 
駅近！お散歩にも♪,駅から1キロ弱と近く、公園内はとても広いので軽いお散歩にも、軽い運動にも良さそうです。桜や、ツツジ、ハスなどの花もきれいに咲くようです。私が訪れた6月は新緑の美しい季節でした。久保田城という立派なお城があり、お城の好きな方にもオススメかもしれません。,2013-06-01 
白を基調にした綺麗な空間でした。,レンタカーを返却後、市内行きバスの待ち合いで利用しました。カードラウンジは到着便でも利用できるので便利です。ソファがゆったりとした空間に置いてあり、奥にはデスクトップパソコンが置いてあります。もちろん無料で利用できました。ドリンクコーナーは自動販売機形式になっていました。ここのラウンジは搭乗口のすぐ目の前にあるのでとても便利だと思いました。,2014-09-01 
ゆっくたりとした時間の流れるパワースポット,仙北市にある“子宝を授かる”と有名な神社です。堀の中にあるという珍しいお宮・天日宮（あまつひのみや）が見られます。参道脇には樹齢300年を超える立派な杉が植わっており、歴史の重みを感じられる重厚な雰囲気です。奥にある本殿へは石段を下りて行きます。本殿というとヨイショヨイショと登って参拝するイメージだったので、ちょっと不思議な感じ。本殿はとても厳かな雰囲気で、社内のどことも違う空気が感じられました。時間の流れがゆったりとして心が洗われるような。まだ暑い時期でしたが、どこからかずっとひんやりとした風が吹いており、注連縄から下がっている紙の飾り（紙垂）がひとつだけずっと揺れて続けていたのが印象に残りました。し、神秘的！！！！御神体とされる唐松山に元宮が残っており、こちらも登っていくことができます。けっこう過酷な道のりでしたが、途中の展望台から見える田園風景に癒されますよ♪何だか見えない力をもらったような気がして、すっきりリフレッシュできる素敵な場所でした！,2014-09-01 
こんなに豪華なホテルをこの価格で泊まれるとは・・・,普通のビジネスホテルと言えなくはないが、設備は大浴場がないことを除けばビジネスホテル並みの設備。ただ、朝食バイキングがすごい。料理の種類が朝なのに50種類くらい。なんといっても、ここのホテルの上階には結婚式場がある。そこのシェフたちが料理しているのでどれもとてもおいしい。秋田名物いぶりがっこはやみつきになります。レストランからの景色も最高。夜景なんかは特によいでしょう。これほどの朝食が味わえるのに価格はそこらへんのビジネスホテルとほぼ同じくらい。朝飯をちゃんととりたい方にお勧めです。,2016-03-01 
紅葉の時期もきれい,紅葉の時期に行きました。田沢湖駅からバスに乗り２時間少々。途中休憩を挟みながら結構長く乗ります。田沢湖では人があまり乗っていませんでしたが、途中には玉川温泉や後生掛温泉などよい湯治場があり、温泉間を移動する人で満員になることもありました。紅葉もきれいでしたし、展望が開ける場所や沼、温泉など見所満載です。,2011-10-01 
ハイカラな武家屋敷,　建物はあまりパッとしたものがないし、庭は広いものの、特に綺麗ということもないです。ただ、ここは博物館のように収蔵品が多く、その多くは（武家屋敷らしからず？）クラシックカメラ、蓄音機、振り子時計、ステンドグラスなどのハイカラなものです。名前もそのままハイカラ館という施設まであります。　カメラ好きの自分にとってはなかなか面白い施設だったのですが、小さな子供が一緒だったので、あまりゆっくりとは見られませんでした。,2012-09-01 
大浴場あります,秋田駅からはちょっと歩きます。スーツケースとかあるとツラいかも…。でも、空港バスのバス停はすぐ近くです。ホテルは古いですが、どうにかきれいにしている感じです。絨毯やソファーなど、シミがけっこう目立ちます。大浴場は気持ちいいです。,2015-09-01 
温泉付き,温泉施設が併設されていて利用できます。当日はやや遠くでちょっとした花火大会をやっていて、ホテルからも見れました。岩盤浴も館内でできます。朝食は狭い会場で、品数は少ないです。温泉は館内の小さいものと、一般客も利用する温泉施設の大きいものが使えます。,2014-08-01 
食堂が広いです,営業時間は（月～金）11:30～13:00、（土・日・祝）11:30～14:00と短めなので温泉や岩盤浴するときには時間を調整したほうが良いです。食堂内は広く学校の学食と言った雰囲気です。定食を食べましたが味は普通ですかね。,2012-05-01 
ねぶたの雰囲気を味あるならば。,本家のねぶた祭りに似た雰囲気の祭りと聞いて行ってきました。人ごみが苦手なので。本家のねぶた祭を見た事がないので、似ているかどうかの比較は出来ませんが、引き回しのねぶたが14～5台出ていました。祭りと同時に花火もあげられていました。ただ、規模は少し小さめですかね。,2013-08-01 
瓦葺の外郭東門や築地塀が復元されています,秋田駅からタクシーで約１５分。近くに秋田県の護国神社がある。秋田城跡は、奈良時代に国府が置かれていた場所とのことです。現在では国の史跡の指定を受けた高清水公園として整備されていて、瓦葺の外郭東門や築地塀、沼地などが復元されています。,2013-06-01 
リーズナブルなから揚げ鶏めしが新たに販売されていました,大館と言えばやはり花善の「鶏めし」を連想される方が多いかと思いますが、今回の訪問で、こちらの「から揚げ鶏めし」というのを初めて見かけたので購入してみました。普通の鶏めしが880円なのに対して、こちらは税込みで650円と非常にリーズナブル。ちょっと量は少なめかなと思いますが、やはり今時600円台で購入できる駅弁は貴重だと思います。尚、私は大館で購入しましたが、実は秋田駅でも販売されています。,2016-03-01 
稲庭うどんもある,山村にある道の駅です。定食は1000円以上するものが多いですが、ランチの肉鍋は850円だというのでそれにしました。量は少なめですが、普通においしかったです。ちょっと足せば稲庭うどんも食べられるようでした。,2016-11-01 
野菜食べ放題のブッフェ始まります,ホテル1階に野菜食べ放題のシェフベジができます。ランチ（11:30～15:00）は野菜ブッフェになります。シェフベジランチ（1500円）は、ピラフorパスタorチャーハンと野菜ブッフェです。シェフベジ贅沢ランチ（1900円）は、魚料理or肉料理、パンorご飯、えらべるデザートと野菜ブッフェです。いずれにせよ日頃不足しやすい野菜をたくさん食べられるのはありがたいです。,2016-04-01 
田沢湖を一望するならここ！,ドラマ【IRIS】の撮影地として使われたたつこ像を見ることができる場所です！ここからは田沢湖を一望することができる絶景スポットです^^田沢湖は小さいイメージを持っていたのですが、予想以上に大きく綺麗でした！カップルが行くにもピッタリだと思います^^湖には魚がたくさん泳いでいて、たつこ像の足元にも、うじゃうじゃ魚がいました。なので直接魚に触れることができるぐらいでした！北の方とはいえ、夏は暑かったですが、ここだけは涼しい風が吹いていて、水の音を聞くだけでも涼しい気分を味わえました～。,2012-08-01 
湯量豊富です,満足のゆくお宿です。料理も魚介類が多く新鮮であり、特にここの温泉は、沸き立つほどの湯量が豊富で、シューシューボボーと音を立てて源泉が間欠泉のように不定期の間隔で噴き出す様子がなんとも面白くしばらく見入ってしまいました。湯はレモン色のような黄色、半濁りで薄塩味。浴槽底には白い湯華が沈澱して、泉質の良さを感じました。温度はやや高めでした。女将さんもとても感じの良い方でした。,2012-08-01 
ファミリー連れにおすすめのテーマパークです,東京ドーム約４個分の広大な敷地にあり、秋田を満喫できるテーマパークです。名産品や特産物の展示や販売、工芸品の体験工房もあります。他に県立近代美術館、プラネタリューム、トリックアート等楽しめます。駐車場は広く３０００台無料で停められます。朝１０時に行きましたが人気のテーマパークの様で駐車場は半分位埋まっていました。夏に行くと期間限定でお化け屋敷が楽しめます。ふるさと市場というおみやげコーナーが有り、広くて種類が充実していて、秋田の名産品はだいたい揃っていてお土産を買うならおすすめです。稲庭うどんの訳ありの、お徳用も売っていておすすめです。もぐもぐ広場では、色んな飲食店が入っていて、横手やきそばや、比内地鶏ラーメン、栗駒高原ソフトなど、本店に行かなくても食べられます。,2010-09-01 
登山パックがオススメ,今回、２度目の宿泊で、鳥海山登山が目的のため、お弁当付きの登山パックを頼みました。登山ガイドマップや、お菓子、登山後の入浴券なども付いていて良かったです。こちらのホテルの温泉は、ぬるっとした肌ざわりで、お肌もつるつるになる感じです。,2013-07-01 
田沢湖畔のミズバショウ群生地,田沢湖畔をドライブ中に大沢ミズバショウ園地という看板を見つけて立ち寄りました。GW後半初日の5月3日に訪れ、たつこ像前の駐車場は満車状態でしたが、こちらはうちの他には１組の駐車車両のみで、見学者も２組だけという穴場のミズバショウ群生地です。こぢんまりした園地ながら、木道も整備され、ミズバショウもたくさんキレイに咲いていました。刺巻湿原に比べると、規模は小さいですが、オススメです。,2017-05-01 
たつこ像で写真を撮ろう,田沢湖にぽつんと立つたつこ像は絶好の写真スポットです。広い湖の中に金色の像が光っています。田沢湖を遊覧する船もあるほか、スワンなどもたくさんあって、子どもたちは魚にえさをあげることもできるので楽しいと思います。,2013-08-01 
ライトアップされた武家屋敷,角館の駅からも徒歩圏ですが、車も近くに置けます。（私は川沿いの駐車場に車を止めて行きました！）ゴールデンウィークに行ったので人が多かったですが、この時期は桜がきれいで夜はさらにライトアップされて、武家屋敷と桜のコントラストが非常に美しかったです！,2011-05-01 
岩倉温泉,日帰り温泉でお邪魔しました。日帰り温泉は400円です。内湯のみの温泉でしたが、お湯はツルツルしてお風呂上りもすべすべでした。日本秘湯の会会員ですが、あまり秘湯感はありませんでした。飲泉ができるお宿です。,2017-05-01 
水量注意！,国道285号線沿い、上小阿仁村南沢地区にある「老不知の滝」に行ってみました。国道から少し入ったところの対岸に見えるはずなのですが、私が訪れた日は極端に水量が少なかったようで、ほとんど水は流れていませんでした。本来は白糸を垂らしたような繊細で美しい分岐瀑（落差約20ｍ）のハズなのですが...,2013-09-01 
家族連れには大変いいです。,ここには何年か家族で宿泊に来ています。まず館内が綺麗です。お部屋も綺麗で私たちは子供も入れて八人から九人で大部屋に泊まります。お風呂も広く温泉も大変いいです。夕食も海が近いこともあり、新鮮で美味しい魚介類を中心に最高です。朝食も美味しいですよ。,2013-05-01 
5月はまだ雪深い八幡平,5月中旬に行きましたが、展望所がある公園内はまだ雪深く、季節が逆戻りしたようでした。展望所から見える景観はとても美しく、空気も澄んでいて気持ちよかったです。展望タワーの１Fがみやげもの店になっているので、寒さに耐えられなくなったときはそこに避難しました。,2010-05-01 
黄金のたつ子像がシンボルの田沢湖☆,角館に行く途中に寄り道しました。前情報が全くない状態だったのですが、想像していたより広い湖でした。車でも一周するには数十分かかるのではないでしょうか。天気もあまりよくなく、閑散としていましたが、遊覧船やアヒルボート？みたいなのもあり、晴れた日だったらただ眺めているだけでも気持ちが良さそうです。母がやたら連呼していた「たつ子像」は石の銅像かと思いきやまさかの黄金でビックリしました。,2015-04-01 
10種類もの温泉が楽しめる,健康ランドが併設されているビジネスホテルです。10種類ものお風呂が楽しめる場所でホテルはよくあるビジネスホテルですがこのお風呂が宿泊価格で使えるのはお勧めです。10時から一般の方も楽しめる通常営業が始まりまして9時に朝風呂が締め切ります。チェックアウトが10時ですので9時までの朝風呂に入りましたが人が少なくリラックスできました。また漫画をゆっくり読める休憩施設や居酒屋もあるのでホテルで十分楽しめます。また空港までのリムジンバスもすぐなので便利です。,2016-03-01 
駅すぐのところにあり便利,その名の通り「駅前」にあります。新幹線に乗る前にささっと立ち寄りました。駅弁を購入するか悩んだのですが、あまりいい駅弁もなかったのでこのお店に。稲庭うどん９００円を注文。きのこがたくさん入ったうどんでした。便利です。時間のない方におすすめ。,2012-12-01 
松尾芭蕉ゆかりのお寺!,松尾芭蕉が書いた奥の細道で訪れた最北の地と呼ばれている、蚶満寺。　記念の銅像も建てられています。　山門はかなり歴史を感じさせる大きな門です。　ここ蚶満寺は、JR象潟駅から徒歩や自転車でも近く、列車の待ち時間が長くある場合はその時間を使っての観光も出来ます!　象潟駅からは無料のレンタサイクルもあるので便利に移動できます。,2013-09-01 
秘湯で乳白色のお湯を堪能,昔ながらの建物でとても広々しており、正面左側に宿泊棟が右側に湯治部があります。温泉の方は、これこそ温泉、という乳白色のお湯で硫黄の香りが漂います。源泉の温度が４１度なのでかけ流し、湯量も豊富でちょうどいい温度です。小さめの浴槽は底が浅く、横になって入れます。混浴露天風呂もありますが（冬は閉鎖）、かなり小さいのと衝立があるだけなので、他の人が入っているとちょっと気まずいです。でも湯温が低めなので乳頭温泉の鶴の湯のようにいつまででも入っていられます。,2013-06-01 
